train/ent_coef,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/critic_loss,train/ent_coef_loss,time/episodes,train/n_updates,train/actor_loss,time/total_timesteps,rollout/ep_len_mean,train/learning_rate
0.00464560417458415,-4.568447320000001,12978,3,0.05054493248462677,1.5863773822784424,800,43513,2.3802783489227295,43614,45.57,0.0003
0.004581257235258818,-4.594373780000001,13007,3,0.059732407331466675,-0.5454022288322449,804,43682,2.2077009677886963,43783,45.64,0.0003
0.004599332809448242,-4.59724399,13029,3,0.0770750641822815,0.04195097088813782,808,43803,2.3518073558807373,43904,45.06,0.0003
0.00473681278526783,-4.7937367,13068,3,0.03562566637992859,0.9495404958724976,812,44041,2.396868944168091,44142,45.89,0.0003
0.0048167346976697445,-4.683286240000001,13091,3,0.05858062952756882,-0.9393589496612549,816,44172,2.358407735824585,44273,45.04,0.0003
0.004821971990168095,-4.721123240000001,13121,3,0.07045961916446686,-0.3036808967590332,820,44340,2.3363709449768066,44441,45.25,0.0003
0.0048612141981720924,-4.62343695,13260,3,0.07454688847064972,-0.04357035458087921,824,44473,2.409824848175049,44574,44.75,0.0003
0.004862725734710693,-4.512189670000001,13428,3,0.1073567271232605,-0.9104233980178833,828,44638,2.2471513748168945,44739,44.28,0.0003
0.004820898175239563,-4.68052411,13677,3,0.05355427414178848,-0.20946678519248962,832,44883,2.41090726852417,44984,45.59,0.0003
0.004812060855329037,-4.49040154,13824,3,0.0899268314242363,0.24451832473278046,836,45048,2.4222145080566406,45149,44.51,0.0003
0.004707762971520424,-4.33766047,13851,3,0.06216350197792053,2.1823008060455322,840,45199,2.2762303352355957,45300,43.82,0.0003
0.004764394834637642,-4.35272898,13877,3,0.0822674036026001,-0.7238051891326904,844,45350,2.366938829421997,45451,43.97,0.0003
0.004805722739547491,-4.44600793,13915,3,0.02660675346851349,1.5387052297592163,848,45577,2.4353792667388916,45678,44.52,0.0003
0.004849689081311226,-4.38108455,13938,3,0.03301309049129486,0.03883950412273407,852,45710,2.383716344833374,45811,44.1,0.0003
0.004866432398557663,-4.399776869999999,13971,3,0.06442505121231079,-0.296625018119812,856,45900,2.3209266662597656,46001,44.24,0.0003
0.004845597315579653,-4.31370887,14000,3,0.059336625039577484,-0.8363460898399353,860,46074,2.381702184677124,46175,43.52,0.0003
0.004820011090487242,-4.37988117,14033,3,0.034990470856428146,1.3521699905395508,864,46269,2.3015806674957275,46370,44.0,0.0003
0.004816826432943344,-4.2405127,14055,3,0.04841475188732147,0.06963866204023361,868,46390,2.3648526668548584,46491,42.93,0.0003
0.004815919324755669,-4.079188309999999,14072,3,0.054859112948179245,0.5949828624725342,872,46485,2.2052719593048096,46586,41.95,0.0003
0.004883373621851206,-4.036094200000001,14102,3,0.05159594118595123,0.36309748888015747,876,46661,2.3344013690948486,46762,41.82,0.0003
0.004880461376160383,-4.03181782,14127,3,0.04196525365114212,-0.6754703521728516,880,46805,2.425480365753174,46906,41.8,0.0003
0.004838624503463507,-3.96983232,14254,3,0.08960439264774323,0.5475268363952637,884,46963,2.392617702484131,47064,41.59,0.0003
0.004894495941698551,-3.93857911,14425,3,0.058517467230558395,0.4403400421142578,888,47131,2.3707242012023926,47232,41.59,0.0003
0.004899352788925171,-3.9344927000000003,14637,3,0.04730493202805519,0.761805534362793,892,47339,2.2616641521453857,47440,41.92,0.0003
0.004896713886409998,-3.91334309,14794,3,0.10142491012811661,-1.1813708543777466,896,47492,2.4456279277801514,47593,41.75,0.0003
0.004903164692223072,-3.8687772000000002,14971,3,0.059974536299705505,-0.07607240229845047,900,47704,2.3733878135681152,47805,41.91,0.0003
0.004923477303236723,-3.8441329699999995,14997,3,0.06236402317881584,-0.49067020416259766,904,47854,2.4601564407348633,47955,41.72,0.0003
0.004989446606487036,-3.81820611,15025,3,0.05201271176338196,-0.11467763781547546,908,48011,2.267282009124756,48112,42.08,0.0003
0.004996982403099537,-3.6591991999999998,15053,3,0.07987213879823685,-0.256648987531662,912,48177,2.4131596088409424,48278,41.36,0.0003
0.004990581423044205,-3.6822673800000003,15081,3,0.07725201547145844,0.49132397770881653,916,48343,2.394498586654663,48444,41.71,0.0003
0.0050072697922587395,-3.672908129999999,15108,3,0.03553733229637146,-0.6207576394081116,920,48504,2.375843048095703,48605,41.64,0.0003
0.005019894801080227,-3.8016620899999998,15142,3,0.05692572891712189,0.18921813368797302,924,48703,2.408320188522339,48804,42.3,0.0003
0.0050354511477053165,-3.84698911,15173,3,0.06761040538549423,-0.5587807893753052,928,48885,2.4644339084625244,48986,42.47,0.0003
0.005016644950956106,-3.77508189,15200,3,0.067999467253685,1.4855098724365234,932,49033,2.3221895694732666,49134,41.5,0.0003
0.005080230068415403,-3.8318578100000003,15230,3,0.07764735817909241,-0.2714836597442627,936,49210,2.3959031105041504,49311,41.62,0.0003
0.005077553912997246,-3.8735268299999994,15261,3,0.11082933843135834,1.1316686868667603,940,49399,2.3866024017333984,49500,42.0,0.0003
0.005119300913065672,-3.8371288100000003,15359,3,0.07008020579814911,-0.15355196595191956,944,49554,2.410754680633545,49655,42.04,0.0003
0.005146775394678116,-3.71050921,15464,3,0.08942459523677826,-1.1037061214447021,948,49731,2.3102407455444336,49832,41.54,0.0003
