train/n_updates,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/episodes,train/ent_coef_loss,train/learning_rate,time/fps,train/critic_loss,train/ent_coef,rollout/ep_len_mean,train/actor_loss
72631,54889,-9.613891079999998,72732,808,-1.2868080139160156,0.0003,1,0.04742540046572685,0.0037084694486111403,72.83,9.220293998718262
72928,55190,-9.64481437,73029,812,3.2322678565979004,0.0003,1,0.19136467576026917,0.00371157587505877,72.48,9.264795303344727
73244,55510,-9.77840498,73345,816,2.594052314758301,0.0003,1,0.06907723844051361,0.0037101905327290297,73.09,9.284111022949219
73591,55860,-9.761577899999999,73692,820,1.368934154510498,0.0003,1,0.06024599075317383,0.0036805032286792994,72.96,9.054905891418457
73929,56203,-9.65217784,74030,824,0.8724433183670044,0.0003,1,0.058775268495082855,0.003754163160920143,72.62,9.421733856201172
74251,56529,-9.81196541,74352,828,2.8373684883117676,0.0003,1,0.0649985820055008,0.0037486518267542124,73.46,9.111587524414062
74592,56875,-9.75743439,74693,832,-0.4188380241394043,0.0003,1,0.08308824896812439,0.003804426873102784,73.41,9.106490135192871
74845,57130,-9.7327464,74946,836,-1.647306203842163,0.0003,1,0.059957459568977356,0.003806056221947074,73.05,9.172138214111328
75209,57498,-9.80558641,75310,840,3.981628179550171,0.0003,1,0.06508146971464157,0.0037854553665965796,73.63,8.980064392089844
75435,57728,-9.647385400000001,75536,844,0.09593057632446289,0.0003,1,0.11842367798089981,0.003814833937212825,73.15,9.12462329864502
75732,58029,-9.63898687,75833,848,2.963685989379883,0.0003,1,0.2942497730255127,0.0038177454844117165,73.44,9.090359687805176
76022,58324,-9.58927272,76123,852,-1.77655029296875,0.0003,1,0.1657777726650238,0.003800530219450593,73.44,8.650564193725586
76365,58671,-9.594374229999998,76466,856,0.42575299739837646,0.0003,1,0.23297728598117828,0.003790162270888686,73.46,8.864155769348145
76563,58873,-9.3229759,76664,860,0.9114729166030884,0.0003,1,0.07015672326087952,0.0037322535645216703,71.95,9.083183288574219
76797,59110,-9.401544010000002,76898,864,-2.0879321098327637,0.0003,1,0.24936071038246155,0.003736459417268634,72.38,8.572927474975586
77041,59359,-9.431075640000001,77142,868,1.827026128768921,0.0003,1,0.19072556495666504,0.003760137828066945,72.47,8.906615257263184
77384,59706,-9.57027373,77485,872,0.20982474088668823,0.0003,1,0.12582580745220184,0.003684332827106118,73.0,8.833209037780762
77686,60011,-9.728244310000001,77787,876,0.5452748537063599,0.0003,1,0.16873374581336975,0.003678025910630822,73.29,8.666275024414062
77953,60283,-9.61313697,78054,880,3.1634161472320557,0.0003,1,0.06912600994110107,0.0036939093843102455,73.18,8.932527542114258
78318,60651,-9.68901898,78419,884,0.2221887707710266,0.0003,1,0.05899123102426529,0.003759142942726612,73.65,8.522712707519531
78600,60938,-9.673779170000001,78701,888,-1.4411311149597168,0.0003,1,0.06121699884533882,0.003776068100705743,73.9,8.555219650268555
78817,61159,-9.52016959,78918,892,1.2411487102508545,0.0003,1,0.06291649490594864,0.0037519261240959167,72.63,8.810014724731445
79039,61385,-9.33706279,79140,896,-0.6489681601524353,0.0003,1,0.06910090148448944,0.003727999050170183,71.22,8.520261764526367
79224,61573,-9.331615159999998,79325,900,2.4875612258911133,0.0003,1,0.1634385585784912,0.0037698072846978903,70.84,8.486574172973633
79574,61927,-9.637037789999999,79675,904,2.792198657989502,0.0003,1,0.054032545536756516,0.0037668892182409763,72.36,8.405097007751465
79825,62182,-9.45741893,79926,908,2.0772557258605957,0.0003,1,0.06551876664161682,0.003726538037881255,71.94,8.727914810180664
79980,62341,-9.15630054,80081,912,-0.8264305591583252,0.0003,1,0.2347468137741089,0.0037224905099719763,70.52,8.497798919677734
80304,62670,-9.19508513,80405,916,0.4818692207336426,0.0003,1,0.26542162895202637,0.003717082319781184,70.6,8.394854545593262
80538,62910,-8.970191490000001,80639,920,0.5050825476646423,0.0003,1,0.15789657831192017,0.0037171603180468082,69.47,8.75178050994873
80761,63136,-8.85396503,80862,924,-0.07261411845684052,0.0003,1,0.09716591238975525,0.0037253014743328094,68.32,8.364585876464844
81033,63345,-8.694874160000001,81134,928,-2.493180513381958,0.0003,1,0.0534028485417366,0.0037133055739104748,67.82,8.239166259765625
81374,63690,-8.71484895,81475,932,-1.0798110961914062,0.0003,1,0.18741777539253235,0.003702338319271803,67.82,8.273853302001953
81720,64040,-9.004364509999998,81821,936,0.9794988632202148,0.0003,1,0.06261105835437775,0.0037008135113865137,68.75,8.161067008972168
82031,64355,-8.92880263,82132,940,-2.4296751022338867,0.0003,1,0.3323190212249756,0.003708616364747286,68.22,8.147829055786133
82362,64689,-9.072009399999999,82463,944,1.2233710289001465,0.0003,1,0.053311169147491455,0.003712723031640053,69.27,8.131041526794434
82750,65082,-9.273275430000002,82851,948,-0.6661355495452881,0.0003,1,0.06869468837976456,0.0037136331666260958,70.18,7.982189655303955
82995,65331,-9.208932339999999,83096,952,0.16069304943084717,0.0003,1,0.4588150382041931,0.003757218364626169,69.73,8.032461166381836
83332,65672,-9.218349680000001,83433,956,-2.4819982051849365,0.0003,1,0.06740336120128632,0.0037596323527395725,69.67,8.285205841064453
83659,66004,-9.424561630000001,83760,960,0.3227253556251526,0.0003,1,0.05715300142765045,0.003757877741008997,70.96,8.026390075683594
83971,66319,-9.50797251,84072,964,-0.3571644127368927,0.0003,1,0.06443354487419128,0.0037675555795431137,71.74,8.243143081665039
84189,66465,-9.43318674,84290,968,0.16969063878059387,0.0003,1,0.06055250018835068,0.0037846737541258335,71.48,8.377365112304688
84491,66772,-9.304494570000001,84592,972,-1.485005497932434,0.0003,1,0.13912273943424225,0.0037623888347297907,71.07,8.02521800994873
84782,67068,-9.2242638,84883,976,-0.3723096549510956,0.0003,1,0.062186386436223984,0.0037402368616312742,70.96,8.034265518188477
84990,67280,-9.121670709999998,85091,980,1.8556654453277588,0.0003,1,0.061745837330818176,0.003757945727556944,70.37,8.032958030700684
85203,67497,-8.82991635,85304,984,0.8601769804954529,0.0003,1,0.12003837525844574,0.0037216865457594395,68.85,8.030298233032227
85410,67708,-8.90718976,85511,988,-1.8999192714691162,0.0003,1,0.09235536307096481,0.0037380277644842863,68.1,7.8871235847473145
85691,67993,-8.94935234,85792,992,-3.7941091060638428,0.0003,1,0.065829798579216,0.0037686480209231377,68.74,8.103900909423828
86028,68335,-9.24794257,86129,996,0.7968209385871887,0.0003,1,0.21115803718566895,0.003683101385831833,69.89,8.088102340698242
86304,68615,-9.4246928,86405,1000,3.0343475341796875,0.0003,1,0.30650532245635986,0.003772350028157234,70.8,7.898130416870117
86503,68817,-9.14136838,86604,1004,-0.6407555341720581,0.0003,1,0.26491987705230713,0.00375242717564106,69.29,7.9598798751831055
86712,69031,-9.1427257,86813,1008,2.9282727241516113,0.0003,1,0.26690560579299927,0.003700472880154848,68.87,7.943421363830566
87079,69403,-9.51164007,87180,1012,-0.966569185256958,0.0003,1,0.06123579666018486,0.0036856611259281635,70.99,8.226173400878906
87360,69686,-9.42149806,87461,1016,-0.6225795745849609,0.0003,1,0.2917342185974121,0.0037005646154284477,70.56,7.689896106719971
87639,69970,-9.54157618,87740,1020,-1.3694394826889038,0.0003,1,0.06399562954902649,0.003751496784389019,71.01,7.687142372131348
88003,70338,-9.804994530000002,88104,1024,-0.5498942732810974,0.0003,1,0.18036329746246338,0.0036835474893450737,72.42,7.894589424133301
88275,70613,-9.881715380000001,88376,1028,-1.3982937335968018,0.0003,1,0.17876318097114563,0.0036406642757356167,72.42,7.67031717300415
88560,70902,-9.790056700000001,88661,1032,-2.6657938957214355,0.0003,1,0.15908610820770264,0.0035941817332059145,71.86,7.846994400024414
88766,71113,-9.35690837,88867,1036,-1.3540037870407104,0.0003,1,0.1676703691482544,0.003641730174422264,70.46,7.610241413116455
88925,71275,-9.09081268,89026,1040,0.0018639564514160156,0.0003,1,0.07075144350528717,0.0036400114186108112,68.94,8.02277660369873
89237,71591,-9.11141509,89338,1044,-0.8658241033554077,0.0003,1,0.2818636894226074,0.0036086051259189844,68.75,7.835269451141357
89515,71874,-8.95580934,89616,1048,1.3968422412872314,0.0003,1,0.09725731611251831,0.0036755099426954985,67.65,7.593015193939209
89821,72185,-9.06745747,89922,1052,5.572761535644531,0.0003,1,0.09942204505205154,0.003714467165991664,68.26,8.18432903289795
90172,72539,-9.08495501,90273,1056,-1.6698920726776123,0.0003,1,0.13059480488300323,0.0036338099744170904,68.4,7.896646499633789
90461,72832,-9.026673450000002,90562,1060,-1.3161851167678833,0.0003,1,0.15868695080280304,0.0036320083308964968,68.02,7.629774570465088
90681,73056,-8.886128740000002,90782,1064,-1.5528843402862549,0.0003,1,0.06387419998645782,0.003635074943304062,67.1,7.795455455780029
90833,73212,-8.72391038,90934,1068,-0.4493088722229004,0.0003,1,0.10942953824996948,0.003602625336498022,66.44,7.751682758331299
91115,73497,-8.68121689,91216,1072,-2.302079677581787,0.0003,1,0.05498366057872772,0.003570317290723324,66.24,7.463068008422852
91447,73834,-8.67602033,91548,1076,-1.1570448875427246,0.0003,1,0.0728006362915039,0.0035732670221477747,66.65,7.3974528312683105
91740,74132,-8.773709620000002,91841,1080,0.6472967863082886,0.0003,1,0.15995986759662628,0.0035847900435328484,67.5,7.3382673263549805
91958,74353,-8.83284724,92059,1084,-0.6945139169692993,0.0003,1,0.13638871908187866,0.003611405845731497,67.55,7.650900840759277
92274,74673,-8.766225230000002,92375,1088,1.7930556535720825,0.0003,1,0.2695217728614807,0.0036006777081638575,68.64,7.767539978027344
92474,74878,-8.6216725,92575,1092,0.9060470461845398,0.0003,1,0.17454281449317932,0.00356534612365067,67.83,7.542990684509277
92782,75189,-8.6390782,92883,1096,0.9259925484657288,0.0003,1,0.1557953953742981,0.0036048025358468294,67.54,7.436851978302002
93052,75464,-8.62206945,93153,1100,1.0629240274429321,0.0003,1,0.11755251884460449,0.0036600076127797365,67.48,7.6485676765441895
93377,75793,-8.78782875,93478,1104,-0.7773597836494446,0.0003,1,0.2250354290008545,0.0035962131805717945,68.74,7.295490741729736
93527,75948,-8.66952871,93628,1108,-0.03262913227081299,0.0003,1,0.06592482328414917,0.003582549747079611,68.15,7.528915882110596
93707,76132,-8.34924157,93808,1112,1.1534066200256348,0.0003,1,0.05684112012386322,0.003585535567253828,66.28,7.911354064941406
93877,76306,-8.14011714,93978,1116,1.5540940761566162,0.0003,1,0.2282061129808426,0.003504449501633644,65.17,7.593458652496338
94210,76642,-8.17913852,94311,1120,0.3505689799785614,0.0003,1,0.11080043017864227,0.003485768800601363,65.71,7.452120780944824
94483,76920,-7.994364049999999,94584,1124,3.446565628051758,0.0003,1,0.13507577776908875,0.0035020674113184214,64.8,7.870516777038574
94775,77216,-7.96262875,94876,1128,0.5015929937362671,0.0003,1,0.06137780100107193,0.003460806794464588,65.0,7.55387544631958
95050,77495,-7.944225249999999,95151,1132,0.508087158203125,0.0003,1,0.06467297673225403,0.0035154572688043118,64.9,7.702914237976074
95203,77652,-7.90501162,95304,1136,0.27054452896118164,0.0003,1,0.0795186311006546,0.0035173033829778433,64.37,7.657953262329102
95503,77955,-8.07605823,95604,1140,-1.8103411197662354,0.0003,1,0.05557001754641533,0.003488109912723303,65.78,7.570797920227051
95733,78191,-7.900400510000001,95834,1144,-2.9031810760498047,0.0003,1,0.11885464191436768,0.0034626340493559837,64.96,7.555708408355713
96013,78475,-7.87653061,96114,1148,0.5351523160934448,0.0003,1,0.2625722587108612,0.003471548203378916,64.98,7.380022048950195
96204,78670,-7.68880546,96305,1152,-1.0600411891937256,0.0003,1,0.07654339075088501,0.003421190194785595,63.83,7.788019180297852
96433,78903,-7.524781160000001,96534,1156,-0.8855777978897095,0.0003,1,0.08638831228017807,0.003483794629573822,62.61,7.5384111404418945
96713,79186,-7.497729160000001,96814,1160,0.9084031581878662,0.0003,1,0.09778459370136261,0.003472834825515747,62.52,7.797945022583008
96930,79408,-7.488400070000001,97031,1164,2.6407663822174072,0.0003,1,0.08042758703231812,0.0034796972759068012,62.49,7.568923473358154
97330,79812,-7.90754714,97431,1168,2.253570079803467,0.0003,1,0.22399458289146423,0.003512066090479493,64.97,7.357997894287109
97672,80158,-8.065328820000001,97773,1172,0.8526768684387207,0.0003,1,0.15523892641067505,0.0034578260965645313,65.57,7.544699668884277
97879,80370,-7.917354960000001,97980,1176,-1.1997153759002686,0.0003,1,0.06116156652569771,0.0035002627409994602,64.32,7.60347318649292
98026,80521,-7.747199590000001,98127,1180,0.19425815343856812,0.0003,1,0.06359536945819855,0.003463932080194354,62.86,7.668630123138428
98352,80851,-7.821499390000001,98453,1184,0.10629287362098694,0.0003,1,0.12506338953971863,0.003425729926675558,63.94,7.278812885284424
98627,81130,-7.81256625,98728,1188,-4.12362813949585,0.0003,1,0.06792102754116058,0.0034678950905799866,63.53,7.309118270874023
98845,81352,-7.845844199999999,98946,1192,1.349809169769287,0.0003,1,0.08546538650989532,0.0034322310239076614,63.71,7.425396919250488
98985,81496,-7.389093660000001,99086,1196,-0.2727373242378235,0.0003,1,0.1071573942899704,0.0034589094575494528,62.03,7.1885986328125
99173,81688,-7.1934758,99274,1200,1.6541211605072021,0.0003,1,0.12022121250629425,0.003507646033540368,61.21,7.3986663818359375
99448,81967,-7.15582738,99549,1204,-0.21603608131408691,0.0003,1,0.12836268544197083,0.003468968439847231,60.71,7.651021957397461
99633,82155,-7.2016312199999994,99734,1208,0.9275122880935669,0.0003,1,0.3315346837043762,0.0034455920103937387,61.06,7.317162036895752
99784,82311,-7.129272530000001,99885,1212,-0.9955940842628479,0.0003,1,0.3504756689071655,0.0034810530487447977,60.77,7.0214128494262695
