rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/ent_coef_loss,rollout/ep_rew_mean,train/learning_rate,train/ent_coef,train/n_updates,time/fps,train/critic_loss,time/total_timesteps,time/episodes
69.12,26783,5.162026405334473,-2.6963329315185547,-9.69894197,0.0003,0.004513385705649853,142166,1,0.11687169969081879,42368,516
68.43,26834,5.2669358253479,1.2612249851226807,-9.60962037,0.0003,0.00446327542886138,142379,1,0.03884528949856758,42581,520
69.11,26904,5.242218017578125,-0.05238070338964462,-9.81605634,0.0003,0.004529627040028572,142690,1,0.06468028575181961,42892,524
68.46,26958,5.2799177169799805,1.3664644956588745,-9.626218979999999,0.0003,0.0044801910407841206,142970,1,0.1345108151435852,43172,528
67.48,27004,5.3292083740234375,0.5060878992080688,-9.338595560000002,0.0003,0.00447210343554616,143220,1,0.04292212799191475,43422,532
68.05,27058,5.281607151031494,1.064079999923706,-9.458638650000001,0.0003,0.004447110928595066,143489,1,0.07483664155006409,43691,536
69.57,27137,5.344772815704346,-1.3316173553466797,-9.90685239,0.0003,0.004466245416551828,143889,1,0.04965375363826752,44091,540
68.89,27191,5.466523170471191,1.7062351703643799,-9.87873265,0.0003,0.004336063750088215,144153,1,0.0501953661441803,44355,544
70.44,27253,5.251636505126953,-2.1442344188690186,-10.136079250000002,0.0003,0.0043290480971336365,144473,1,0.054251495748758316,44675,548
71.36,27308,5.3269548416137695,2.025946617126465,-10.317915910000002,0.0003,0.004298700951039791,144751,1,0.05799593776464462,44953,552
70.19,27364,5.435530185699463,1.5462013483047485,-10.17123013,0.0003,0.004323096945881844,145034,1,0.05078015848994255,45236,556
70.62,27435,5.529184341430664,-1.680087685585022,-10.226310340000001,0.0003,0.004309116397053003,145372,1,0.04943578690290451,45574,560
70.54,27484,5.328857898712158,-0.60658860206604,-10.24981524,0.0003,0.004303085617721081,145646,1,0.08482030034065247,45848,564
69.87,27535,5.645179271697998,2.098041534423828,-10.16834326,0.0003,0.004278917331248522,145913,1,0.08630574494600296,46115,568
