rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/learning_rate,time/episodes,train/actor_loss,train/ent_coef,time/fps,train/ent_coef_loss,time/time_elapsed,rollout/ep_len_mean,train/n_updates
-2.2135426300000005,0.015782466158270836,78176,0.0003,2300,1.6401500701904297,0.003909277729690075,1,1.8132061958312988,50172,18.88,78075
-2.2402526299999996,0.0368737131357193,78236,0.0003,2304,1.5589933395385742,0.0039424286223948,1,-0.6734598875045776,50234,18.93,78135
-2.27172525,0.030430559068918228,78311,0.0003,2308,1.6384921073913574,0.003942938521504402,1,-1.0898675918579102,50314,19.06,78210
-2.2947003,0.026946984231472015,78373,0.0003,2312,1.5681551694869995,0.003935893997550011,1,1.1999132633209229,50377,19.2,78272
-2.30457065,0.043598830699920654,78445,0.0003,2316,1.5876924991607666,0.003946504555642605,1,-1.5795396566390991,50453,19.45,78344
-2.2872851799999996,0.01483408734202385,78499,0.0003,2320,1.6392701864242554,0.003938030451536179,1,-0.781072735786438,50509,18.76,78398
-2.2818314,0.021916035562753677,78579,0.0003,2324,1.6072638034820557,0.003923272248357534,1,0.5010784864425659,50593,18.85,78478
-2.28338491,0.017654016613960266,78635,0.0003,2328,1.6661896705627441,0.003932138439267874,1,-0.8794620633125305,50652,18.81,78534
-2.27122158,0.02058199979364872,78687,0.0003,2332,1.649515151977539,0.003931660670787096,1,-0.6563084125518799,50708,18.82,78586
-2.274861,0.019045349210500717,78754,0.0003,2336,1.5522667169570923,0.003942744806408882,1,-1.1576457023620605,50778,18.8,78653
-2.2562158500000002,0.03373050317168236,78805,0.0003,2340,1.6372140645980835,0.003953367937356234,1,-0.39688640832901,50833,18.81,78704
-2.29002629,0.026502734050154686,78893,0.0003,2344,1.672515869140625,0.0039401850663125515,1,-0.8364090323448181,50925,18.99,78792
-2.20505733,0.018864266574382782,78937,0.0003,2348,1.6361079216003418,0.003939938731491566,1,-0.5064734816551208,50973,18.63,78836
-2.2409815700000006,0.02680012583732605,79011,0.0003,2352,1.5671634674072266,0.003918458241969347,1,1.0243045091629028,51050,18.76,78910
-2.2297976999999998,0.02669171243906021,79082,0.0003,2356,1.6562278270721436,0.003947223536670208,1,0.8012393712997437,51123,18.74,78981
-2.2469182,0.02284931391477585,79167,0.0003,2360,1.604048252105713,0.0039526065811514854,1,1.1560136079788208,51212,18.44,79066
-2.19895063,0.012635149993002415,79233,0.0003,2364,1.585587739944458,0.003942098002880812,1,0.4987746775150299,51282,18.28,79132
-2.19845619,0.039225149899721146,79306,0.0003,2368,1.683881163597107,0.003960226196795702,1,-0.005646347999572754,51358,17.94,79205
-2.1816834,0.023268800228834152,79342,0.0003,2372,1.58711576461792,0.003964129835367203,1,0.10455082356929779,51397,17.61,79241
-2.17439328,0.02361435815691948,79413,0.0003,2376,1.670660138130188,0.00396346440538764,1,-0.17539533972740173,51472,17.56,79312
-2.17218949,0.030618827790021896,79488,0.0003,2380,1.5421152114868164,0.003955889493227005,1,-0.2425384223461151,51551,17.28,79387
-2.18063772,0.018508566543459892,79546,0.0003,2384,1.58368718624115,0.003960375674068928,1,-1.2271242141723633,51611,16.8,79445
-2.18155029,0.030666887760162354,79622,0.0003,2388,1.7329180240631104,0.003960847854614258,1,0.48375657200813293,51691,16.4,79521
