train/ent_coef,train/critic_loss,rollout/ep_rew_mean,time/total_timesteps,time/episodes,rollout/ep_len_mean,time/fps,time/time_elapsed,train/n_updates,train/learning_rate,train/actor_loss,train/ent_coef_loss
0.46145087480545044,1985.521728515625,-123.93409546,27656,1740,12.8,1,26036,27555,0.0003,115.04275512695312,0.11074846237897873
0.46423670649528503,185.24148559570312,-123.81645091,27728,1744,13.05,1,26052,27627,0.0003,104.65784454345703,-0.15238390862941742
0.4632987678050995,265.311279296875,-124.50017108000002,27777,1748,13.12,1,26064,27676,0.0003,101.75824737548828,0.036672234535217285
0.45942869782447815,181.5802001953125,-131.16343352,27876,1752,13.65,1,26086,27775,0.0003,107.10096740722656,-0.20968157052993774
0.45691099762916565,216.066162109375,-125.41496343,27920,1756,13.06,1,26096,27819,0.0003,103.97705078125,-0.12779945135116577
0.4576517939567566,1233.996826171875,-123.54437797,27972,1760,13.05,1,26109,27871,0.0003,102.58460998535156,-0.012896654196083546
0.4561862349510193,264.21234130859375,-144.57682969,28222,1764,14.84,1,26156,28121,0.0003,100.88482666015625,0.10861105471849442
0.45668649673461914,236.67303466796875,-145.58887551,28273,1768,14.9,1,26170,28172,0.0003,99.17567443847656,-0.014816814102232456
0.45794621109962463,298.95947265625,-144.93718311000003,28318,1772,14.86,1,26181,28217,0.0003,105.0580062866211,-0.15001949667930603
0.45795074105262756,207.26034545898438,-146.76792348,28366,1776,14.99,1,26193,28265,0.0003,104.82674407958984,0.06027362495660782
0.4563516676425934,278.7760009765625,-145.98743444,28413,1780,14.89,1,26205,28312,0.0003,101.92630004882812,0.06607717275619507
0.4569072723388672,210.1881866455078,-146.26424275000002,28450,1784,14.87,1,26215,28349,0.0003,116.46149444580078,-0.0004907031543552876
0.46089300513267517,251.75930786132812,-149.00153218,28509,1788,15.2,1,26229,28408,0.0003,101.69720458984375,-0.005198772065341473
0.4616090655326843,276.36102294921875,-152.43451228999996,28576,1792,15.5,1,26243,28475,0.0003,104.78046417236328,0.04580317810177803
0.46249300241470337,319.19305419921875,-154.20564899999997,28635,1796,15.69,1,26257,28534,0.0003,102.5146713256836,0.009866565465927124
0.46436184644699097,217.696533203125,-153.14432374,28681,1800,15.6,1,26269,28580,0.0003,107.9138412475586,0.12827031314373016
0.46701401472091675,1087.67822265625,-152.9260783,28727,1804,15.62,1,26281,28626,0.0003,109.9803695678711,-0.22985079884529114
0.4641099274158478,322.6481628417969,-155.21663562999998,28798,1808,15.89,1,26297,28697,0.0003,109.85205841064453,0.1387477070093155
0.4663621187210083,1120.27978515625,-158.12221972999998,28845,1812,16.07,1,26310,28744,0.0003,107.07263946533203,0.23554842174053192
0.46590203046798706,269.9642333984375,-158.96486839000002,28898,1816,16.02,1,26323,28797,0.0003,104.6683349609375,-0.11422915756702423
0.4608653783798218,216.7903289794922,-163.56318865,28989,1820,16.52,1,26342,28888,0.0003,102.29756164550781,-0.19553041458129883
0.45701995491981506,343.08209228515625,-160.60332831,29038,1824,16.06,1,26354,28937,0.0003,100.11454772949219,-0.043824419379234314
0.4552863836288452,329.17724609375,-161.21879429,29086,1828,16.14,1,26366,28985,0.0003,110.40740203857422,-0.009587016887962818
0.45515087246894836,229.14068603515625,-161.86687701,29143,1832,16.04,1,26382,29042,0.0003,104.83853912353516,0.19798867404460907
0.4537586271762848,329.68365478515625,-157.79709248999998,29181,1836,15.75,1,26393,29080,0.0003,107.70710754394531,-0.012660551816225052
0.4547916650772095,289.0467529296875,-161.21291184,29264,1840,16.08,1,26411,29163,0.0003,108.78860473632812,0.02777901664376259
0.45300981402397156,256.1229553222656,-160.75340321000002,29317,1844,15.89,1,26424,29216,0.0003,111.78759002685547,-0.1132468432188034
0.45154914259910583,338.8981018066406,-160.29588302000002,29355,1848,15.78,1,26436,29254,0.0003,109.85952758789062,0.06037953495979309
0.4490302503108978,259.79327392578125,-152.87247137999998,29392,1852,15.16,1,26448,29291,0.0003,115.56817626953125,-0.18237772583961487
0.44743362069129944,282.5397644042969,-153.38683824999998,29439,1856,15.19,1,26459,29338,0.0003,98.50933837890625,0.017212536185979843
0.4488223195075989,217.84027099609375,-154.90037124999998,29489,1860,15.17,1,26472,29388,0.0003,102.66454315185547,0.01464854460209608
0.4502609670162201,1062.1510009765625,-129.77388209,29538,1864,13.16,1,26485,29437,0.0003,112.08440399169922,0.050410717725753784
0.45233848690986633,236.870361328125,-128.28217893999997,29579,1868,13.06,1,26524,29478,0.0003,107.93743896484375,0.1724727749824524
0.4549524486064911,319.9056091308594,-127.17255363999999,29614,1872,12.96,1,26563,29513,0.0003,112.66057586669922,0.19958359003067017
0.4568423926830292,223.2061767578125,-127.38963728,29662,1876,12.96,1,26615,29561,0.0003,105.03633880615234,0.3211393356323242
0.45849886536598206,1181.62646484375,-127.06216745000002,29706,1880,12.93,1,26661,29605,0.0003,111.04234313964844,0.062409937381744385
0.46029266715049744,223.58328247070312,-129.50949520999998,29777,1884,13.27,1,26684,29676,0.0003,104.47386932373047,-0.016856979578733444
0.4606685936450958,253.0644989013672,-128.03744484,29820,1888,13.11,1,26694,29719,0.0003,104.51325225830078,-0.0445064976811409
0.4603990614414215,1134.8580322265625,-126.02001429,29869,1892,12.93,1,26725,29768,0.0003,102.31089782714844,0.132991224527359
0.46079736948013306,1091.8211669921875,-125.86477133999999,29932,1896,12.97,1,26792,29831,0.0003,105.25287628173828,0.09602105617523193
0.4605235159397125,328.3897705078125,-125.63702519,29975,1900,12.94,1,26838,29874,0.0003,104.26427459716797,0.12706340849399567
0.459768682718277,296.6162109375,-126.0341689,30025,1904,12.98,1,26891,29924,0.0003,102.17032623291016,-0.04325452446937561
0.45788106322288513,309.10357666015625,-127.97718463000001,30103,1908,13.05,1,26974,30002,0.0003,97.7165756225586,-0.015902865678071976
0.4602710008621216,264.4912109375,-125.62980247,30142,1912,12.97,1,27017,30041,0.0003,108.37060546875,0.031111307442188263
0.45941105484962463,241.67132568359375,-126.16549645,30202,1916,13.04,1,27080,30101,0.0003,104.65111541748047,-0.1456913948059082
0.45835861563682556,313.0250549316406,-123.27144188000003,30253,1920,12.64,1,27134,30152,0.0003,101.10345458984375,-0.165387362241745
0.4562477767467499,308.4818115234375,-122.29495487,30292,1924,12.54,1,27176,30191,0.0003,100.32681274414062,-0.08897925168275833
0.4572051167488098,268.7840881347656,-120.95388473000001,30327,1928,12.41,1,27216,30226,0.0003,102.76998901367188,-0.30607616901397705
0.45479708909988403,2069.18408203125,-118.80492969999999,30373,1932,12.3,1,27268,30272,0.0003,113.33409118652344,-0.009368288330733776
0.4550032317638397,271.93328857421875,-122.45471003,30433,1936,12.52,1,27333,30332,0.0003,107.1515121459961,-0.07858359813690186
0.45324376225471497,243.35891723632812,-117.32764793999999,30480,1940,12.16,1,27383,30379,0.0003,107.36641693115234,-0.2533436417579651
0.4541354477405548,276.0747375488281,-116.42142209999999,30524,1944,12.07,1,27429,30423,0.0003,99.73081970214844,0.2216908186674118
