Wall time,Step,Value
1744594490.505772,59537,-2.513584613800049
1744594569.3067036,59612,-2.4873292446136475
1744594679.4049404,59719,-2.5054564476013184
1744594768.2735393,59804,-2.5024306774139404
1744594829.3846786,59863,-2.50423526763916
1744594933.2858782,59963,-2.482975721359253
1744595043.6501524,60070,-2.5117008686065674
1744595096.3310385,60119,-2.453803539276123
1744595198.510103,60217,-2.414999485015869
1744595276.5235033,60292,-2.408482313156128
1744595366.29828,60378,-2.4169158935546875
1744595423.3120325,60431,-2.373793601989746
1744595532.4163735,60536,-2.3983893394470215
1744595587.387733,60588,-2.3586232662200928
1744595660.2887957,60657,-2.3050928115844727
1744595737.3396676,60730,-2.3394298553466797
1744595870.5155709,60859,-2.3404200077056885
1744595925.3131318,60912,-2.32552170753479
1744596052.4049602,61035,-2.324496269226074
1744596133.269399,61113,-2.3102285861968994
1744596217.3192818,61193,-2.322863817214966
1744596354.3652349,61326,-2.3346362113952637
1744596449.3141751,61417,-2.3067452907562256
1744596533.3346672,61498,-2.3339216709136963
1744596620.2893426,61581,-2.324646472930908
1744596743.4372716,61700,-2.3735506534576416
1744596816.2749932,61769,-2.3366215229034424
1744596878.3035903,61827,-2.2888906002044678
1744597019.8189433,61964,-2.3254425525665283
1744597108.3157656,62049,-2.3531594276428223
1744597217.3051176,62154,-2.3523733615875244
1744597308.319953,62242,-2.329983949661255
1744597426.4202356,62356,-2.3743398189544678
1744597515.2777233,62442,-2.3979835510253906
1744597602.2937372,62525,-2.4159328937530518
1744597713.3875027,62632,-2.413187026977539
1744597839.3293931,62755,-2.4342458248138428
1744597946.4579232,62858,-2.435530424118042
1744598049.2918508,62958,-2.4442861080169678
1744598138.2926154,63044,-2.4717187881469727
1744598220.2826147,63122,-2.4669528007507324
1744598314.345089,63212,-2.476395606994629
1744598412.4577281,63307,-2.4667348861694336
1744598492.348449,63383,-2.478743314743042
1744598647.3569443,63534,-2.5487358570098877
1744598704.4036071,63588,-2.583383798599243
1744598817.4544213,63698,-2.682697057723999
1744598910.3817315,63787,-2.714639663696289
1744598974.3753076,63847,-2.7172622680664062
1744599052.350169,63921,-2.725233316421509
1744599103.3422537,63970,-2.6692025661468506
1744599161.3539212,64025,-2.70534610748291
1744599236.3520355,64096,-2.7160661220550537
1744599332.59772,64188,-2.7119011878967285
1744599388.3011324,64241,-2.7000222206115723
1744599461.3476393,64310,-2.6903297901153564
1744599510.2808025,64357,-2.676177501678467
1744599568.44227,64412,-2.6431195735931396
1744599636.2792983,64476,-2.6318535804748535
1744599771.7120483,64608,-2.7140607833862305
1744599847.2875712,64680,-2.697075605392456
1744599912.2907147,64742,-2.6994261741638184
1744599982.2826183,64808,-2.6609818935394287
1744600033.6719642,64856,-2.6482748985290527
1744600139.2650304,64958,-2.63614559173584
1744600213.3546913,65030,-2.6057498455047607
1744600299.3443139,65112,-2.576122283935547
1744600410.3299549,65219,-2.599132776260376
1744600504.3273878,65310,-2.6400954723358154
1744600601.5737698,65404,-2.5692601203918457
1744600650.2799075,65448,-2.535832166671753
1744600709.6740165,65503,-2.4125897884368896
1744600773.3564186,65564,-2.4293737411499023
1744600820.9896562,65608,-2.3911828994750977
1744600866.4242618,65650,-2.3701984882354736
1744600918.297645,65699,-2.373262405395508
1744601016.3049242,65793,-2.401740789413452
1744601063.3575728,65837,-2.3742434978485107
1744601133.3026264,65904,-2.332850456237793
1744601223.3009932,65991,-2.351590871810913
1744601285.2945766,66050,-2.384411573410034
1744601397.3463452,66158,-2.418668031692505
1744601477.5826674,66234,-2.4681038856506348
1744601568.3867364,66322,-2.493509531021118
1744601656.2742355,66407,-2.399832248687744
1744601770.9211826,66518,-2.4274821281433105
1744601842.3092897,66586,-2.3980298042297363
1744601897.375765,66637,-2.4179394245147705
1744601990.3423529,66727,-2.4092135429382324
1744602065.2989044,66798,-2.4084510803222656
1744602134.8408434,66865,-2.3858113288879395
1744602192.2869103,66919,-2.3898305892944336
1744602295.3002973,67019,-2.3834822177886963
1744602388.5282297,67108,-2.364562749862671
1744602467.3075073,67184,-2.375246047973633
1744602549.4861763,67263,-2.425096273422241
1744602646.4114728,67356,-2.4071648120880127
1744602675.565084,67383,-2.3327596187591553
1744602729.3317716,67432,-2.34298038482666
1744602828.2978656,67527,-2.341519832611084
1744602947.3432353,67642,-2.3855230808258057
1744603003.8989553,67694,-2.3184256553649902
1744603103.4141476,67790,-2.3322036266326904
1744603161.2906463,67845,-2.3244757652282715
1744603249.285018,67929,-2.3204469680786133
1744603321.3352516,67997,-2.293128728866577
1744603421.6466851,68093,-2.2744295597076416
1744603484.32857,68152,-2.249103307723999
1744603571.5735173,68237,-2.238948106765747
1744603626.3522305,68289,-2.222891092300415
1744603741.3960512,68401,-2.2217299938201904
1744603786.3594859,68444,-2.209829568862915
1744603841.4869497,68496,-2.2124130725860596
1744604013.4914055,68666,-2.4281249046325684
1744604099.693446,68749,-2.4539737701416016
1744604151.464816,68797,-2.473073720932007
1744604225.2531462,68868,-2.465106964111328
1744604308.4486763,68947,-2.4613451957702637
1744604410.290938,69046,-2.414897918701172
1744604518.3353858,69151,-2.4364452362060547
1744604561.410342,69191,-2.3635194301605225
1744604644.4962666,69271,-2.390186071395874
1744604716.5739024,69340,-2.4840497970581055
1744604786.4170396,69405,-2.4888055324554443
1744604862.3059862,69477,-2.489595413208008
1744604947.4301422,69558,-2.528109550476074
1744605005.3658519,69612,-2.5373458862304688
1744605117.326811,69720,-2.6069531440734863
1744605220.3748217,69820,-2.612436294555664
1744605291.4379315,69887,-2.6090164184570312
1744605377.2744288,69970,-2.6328635215759277
1744605453.3240376,70043,-2.6237125396728516
1744605520.4030118,70108,-2.6112279891967773
1744605613.2725778,70198,-2.6187002658843994
1744605687.3485763,70269,-2.615560293197632
1744605753.515387,70332,-2.6069204807281494
1744605820.303518,70395,-2.663020610809326
1744605911.3122756,70483,-2.6835203170776367
1744605976.248779,70544,-2.533743381500244
1744606034.3484414,70599,-2.5003979206085205
1744606107.32901,70668,-2.4913816452026367
1744606189.4459205,70746,-2.495767831802368
1744606297.359177,70851,-2.5045199394226074
1744606358.5407236,70909,-2.523002862930298
1744606434.378976,70981,-2.4776275157928467
1744606527.29102,71071,-2.5401065349578857
1744606582.3468628,71122,-2.507711172103882
1744606657.7874978,71194,-2.451061248779297
1744606732.5371022,71265,-2.468630790710449
1744606807.4638803,71337,-2.475084066390991
1744606890.383383,71417,-2.4490408897399902
1744606996.263924,71519,-2.457785129547119
1744607043.2984152,71562,-2.3894827365875244
1744607145.2960443,71661,-2.422708511352539
1744607213.261881,71725,-2.4673445224761963
1744607263.3045096,71773,-2.422602653503418
1744607317.4003298,71825,-2.4231667518615723
1744607381.4507449,71886,-2.3715617656707764
1744607462.2987912,71964,-2.338301181793213
1744607548.5417676,72046,-2.3809704780578613
1744607657.2504992,72152,-2.3757922649383545
1744607698.2874362,72190,-2.345938205718994
1744607746.28572,72235,-2.322225332260132
1744607797.251499,72282,-2.268209218978882
1744607860.2444427,72341,-2.2828526496887207
1744607959.5346477,72437,-2.2873425483703613
1744608040.375312,72515,-2.290821075439453
1744608121.3237944,72593,-2.293879508972168
1744608236.2761292,72705,-2.27982234954834
1744608310.3237653,72776,-2.2792277336120605
1744608395.6533663,72857,-2.2828633785247803
1744608436.395612,72895,-2.2595343589782715
1744608477.3720279,72932,-2.225475788116455
1744608571.3816152,73023,-2.198590040206909
1744608647.7448435,73096,-2.1962766647338867
1744608744.3417838,73189,-2.151008367538452
1744608817.40297,73259,-2.145237922668457
1744608906.5134802,73344,-2.1955833435058594
1744608992.7695312,73427,-2.1687405109405518
1744609130.7036831,73562,-2.133282423019409
1744609196.3879306,73624,-2.1389646530151367
1744609300.4682095,73724,-2.146742343902588
1744609358.352916,73778,-2.185051202774048
1744609444.4755023,73860,-2.197406768798828
1744609498.532199,73910,-2.1676619052886963
1744609550.2911065,73959,-2.1649575233459473
1744609605.3714688,74012,-2.163222312927246
1744609682.258572,74085,-2.157546281814575
1744609755.2923486,74156,-2.1647789478302
1744609883.325155,74280,-2.150686264038086
1744609977.288673,74370,-2.1422791481018066
1744610037.429623,74427,-2.1582767963409424
1744610156.2724433,74543,-2.120105504989624
1744610228.2628667,74611,-2.118144989013672
1744610324.281286,74704,-2.1599769592285156
1744610447.2917767,74823,-2.334473133087158
1744610504.26215,74878,-2.3701369762420654
1744610590.6217885,74960,-2.408496618270874
1744610674.4114006,75040,-2.418182134628296
1744610722.3225782,75084,-2.390028715133667
1744610779.3491561,75137,-2.3991858959198
1744610860.5068524,75215,-2.392601490020752
1744610913.358985,75266,-2.3684680461883545
1744610978.271921,75327,-2.388207197189331
1744611029.7805307,75374,-2.3571250438690186
1744611083.3937685,75424,-2.364179849624634
1744611164.330259,75502,-2.36678147315979
1744611223.2537904,75557,-2.35661244392395
1744611309.3585396,75640,-2.3561105728149414
1744611419.2711382,75747,-2.3715882301330566
1744611468.3585105,75793,-2.3552634716033936
1744611512.2863274,75833,-2.3388872146606445
1744611585.4191198,75902,-2.3553576469421387
1744611675.2756474,75989,-2.3669512271881104
1744611720.4463851,76031,-2.3494672775268555
1744611817.3207047,76124,-2.3416943550109863
1744611907.5739477,76211,-2.344108819961548
1744611988.312173,76288,-2.3578896522521973
1744612047.3116808,76343,-2.340008497238159
1744612113.2975152,76405,-2.287161111831665
1744612165.4110215,76453,-2.0845606327056885
1744612214.3170035,76500,-2.067636013031006
1744612341.3035724,76623,-2.078096628189087
1744612415.3131728,76694,-2.080826759338379
1744612477.3034573,76754,-2.1188228130340576
