time/time_elapsed,train/ent_coef,rollout/ep_len_mean,train/critic_loss,time/episodes,rollout/ep_rew_mean,train/actor_loss,train/learning_rate,time/total_timesteps,train/ent_coef_loss,train/n_updates,time/fps
22147,0.003563264152035117,47.14,0.04978424310684204,828,-4.46418572,2.5032660961151123,0.0003,50009,-0.1788555532693863,49908,2
22175,0.003603369230404496,46.53,0.05239131301641464,832,-4.36004182,2.4183716773986816,0.0003,50170,0.24862347543239594,50069,2
22200,0.0036100903525948524,45.81,0.030416123569011688,836,-4.266575820000001,2.402583599090576,0.0003,50312,0.007147565484046936,50211,2
22228,0.0036486515309661627,46.0,0.017417393624782562,840,-4.31417159,2.4653384685516357,0.0003,50468,0.029537871479988098,50367,2
22268,0.003662408096715808,46.78,0.01722506806254387,844,-4.4409099,2.5395047664642334,0.0003,50703,0.6233693361282349,50602,2
22295,0.0036467399913817644,46.21,0.022988690063357353,848,-4.35107452,2.415919780731201,0.0003,50856,-0.3781733214855194,50755,2
22326,0.0036249421536922455,46.49,0.10017582774162292,852,-4.38764176,2.4823660850524902,0.0003,51031,-0.9964921474456787,50930,2
22354,0.003606922458857298,45.77,0.027715248987078667,856,-4.30265348,2.3073480129241943,0.0003,51188,0.07020330429077148,51087,2
22392,0.0035862023942172527,46.3,0.058294959366321564,860,-4.379775,2.4858245849609375,0.0003,51411,0.5731604695320129,51310,2
22422,0.0035914576146751642,45.17,0.048109158873558044,864,-4.19740164,2.5427513122558594,0.0003,51585,2.4629368782043457,51484,2
22453,0.0035773655399680138,44.28,0.05512703210115433,868,-4.06045121,2.2690529823303223,0.0003,51764,-0.6273568272590637,51663,2
22481,0.0035497057251632214,44.2,0.020326638594269753,872,-4.062087470000001,2.395458221435547,0.0003,51926,-0.8658925294876099,51825,2
22518,0.0034640245139598846,44.83,0.03521418944001198,876,-4.11982139,2.4349632263183594,0.0003,52141,-0.8367005586624146,52040,2
22544,0.0034693472553044558,44.69,0.031732309609651566,880,-4.0732579,2.325263023376465,0.0003,52284,-0.7954475283622742,52183,2
22574,0.0035018720664083958,44.58,0.031166531145572662,884,-4.0552044,2.3808083534240723,0.0003,52439,0.5259197354316711,52338,2
22613,0.003510676557198167,45.03,0.025378940626978874,888,-4.11955913,2.459489583969116,0.0003,52661,0.6451504230499268,52560,2
22642,0.0035617947578430176,44.0,0.0578489676117897,892,-3.9660537400000004,2.5966944694519043,0.0003,52828,-0.7902383804321289,52727,2
22669,0.003581864992156625,43.42,0.024448586627840996,896,-3.8854578800000006,2.435555934906006,0.0003,52979,-1.369859218597412,52878,2
22699,0.0034957409370690584,43.3,0.05408959090709686,900,-3.8515061299999998,2.34123158454895,0.0003,53144,-0.7973058223724365,53043,2
22728,0.0035230524372309446,43.28,0.04317806661128998,904,-3.86927889,2.504662275314331,0.0003,53313,0.3586321771144867,53212,2
22761,0.003510433714836836,43.46,0.05615508556365967,908,-3.8856131399999994,2.423027753829956,0.0003,53492,-1.4885510206222534,53391,2
22797,0.003546274732798338,43.78,0.12524577975273132,912,-3.8655674400000004,2.3367414474487305,0.0003,53702,-0.14164842665195465,53601,2
22832,0.0035153566859662533,44.14,0.021735236048698425,916,-3.88439336,2.458787441253662,0.0003,53905,0.10627138614654541,53804,2
22856,0.003514193696901202,43.83,0.027509212493896484,920,-3.8240413900000005,2.246708631515503,0.0003,54044,-0.2425750195980072,53943,2
22882,0.003517051925882697,43.44,0.09744279086589813,924,-3.7709709599999996,2.4658493995666504,0.0003,54194,-0.03459036350250244,54093,2
22911,0.003476648824289441,43.51,0.0379936546087265,928,-3.801937320000001,2.568974733352661,0.0003,54360,0.9878839254379272,54259,2
22949,0.003439180552959442,44.13,0.06411464512348175,932,-3.91787941,2.3904542922973633,0.0003,54583,-0.37779101729393005,54482,2
22978,0.0034170409198850393,44.37,0.054692819714546204,936,-3.9593080000000005,2.4962284564971924,0.0003,54749,0.327706515789032,54648,2
23004,0.0034476020373404026,44.28,0.020089592784643173,940,-3.933214059999999,2.4996864795684814,0.0003,54896,1.7991714477539062,54795,2
23031,0.003470043884590268,43.49,0.09355024993419647,944,-3.7929432700000003,2.4227795600891113,0.0003,55052,-0.35852572321891785,54951,2
23062,0.0034544409718364477,43.75,0.023745940998196602,948,-3.8628331699999996,2.488645076751709,0.0003,55231,-1.1453691720962524,55130,2
23089,0.00348416855558753,43.59,0.07660026848316193,952,-3.83631462,2.431767463684082,0.0003,55390,-0.08670109510421753,55289,2
23198,0.0034754869993776083,43.48,0.03314972296357155,956,-3.8012746899999996,2.5282440185546875,0.0003,55536,-0.11063367128372192,55435,2
23426,0.0034210155718028545,43.49,0.02127133682370186,960,-3.7995082399999998,2.514244556427002,0.0003,55760,-0.00159473717212677,55659,2
23583,0.0034135670866817236,43.27,0.027836544439196587,964,-3.7515274000000005,2.392096757888794,0.0003,55912,0.5830168128013611,55811,2
23743,0.00340658170171082,43.04,0.027607576921582222,968,-3.71618968,2.46848201751709,0.0003,56068,-1.76608407497406,55967,2
23962,0.003369665937498212,43.58,0.06456562876701355,972,-3.75520853,2.55207896232605,0.0003,56284,0.34745240211486816,56183,2
24170,0.00335510796867311,43.5,0.0215340293943882,976,-3.74408448,2.4185726642608643,0.0003,56491,-1.559863805770874,56390,2
24199,0.003348455997183919,43.78,0.1400347501039505,980,-3.78217511,2.362759828567505,0.0003,56662,-2.13731050491333,56561,2
24226,0.0033003538846969604,43.74,0.10356105118989944,984,-3.77343059,2.332906723022461,0.0003,56813,-1.9759608507156372,56712,2
24261,0.003271107329055667,43.59,0.035209693014621735,988,-3.7444612700000004,2.4075353145599365,0.0003,57020,0.4703633785247803,56919,2
24288,0.0033140485174953938,43.48,0.04107307270169258,992,-3.70805275,2.418226718902588,0.0003,57176,-1.0760629177093506,57075,2
24314,0.003301934339106083,43.47,0.07479187846183777,996,-3.69966914,2.575502634048462,0.0003,57326,-0.08153724670410156,57225,2
24343,0.0032872504089027643,43.46,0.03412913158535957,1000,-3.68596261,2.4692039489746094,0.0003,57490,2.677417278289795,57389,2
24373,0.003346529323607683,43.46,0.029631737619638443,1004,-3.6852207699999995,2.4876110553741455,0.0003,57659,0.22333113849163055,57558,2
24398,0.0033591436222195625,43.12,0.03702092915773392,1008,-3.6304364099999997,2.358631134033203,0.0003,57804,-1.7241705656051636,57703,2
24432,0.0033772794995456934,43.0,0.07099789381027222,1012,-3.657799539999999,2.4362618923187256,0.0003,58002,0.42091408371925354,57901,2
24460,0.003373202634975314,42.6,0.02556171640753746,1016,-3.650754669999999,2.5272603034973145,0.0003,58165,0.8087201118469238,58064,2
24492,0.0033648842945694923,43.03,0.029801469296216965,1020,-3.6870047699999997,2.2949397563934326,0.0003,58347,-1.1380478143692017,58246,2
24525,0.003346572397276759,43.46,0.16765016317367554,1024,-3.7195340199999998,2.410440444946289,0.0003,58540,-1.698175311088562,58439,2
24552,0.003292725421488285,43.31,0.02073805034160614,1028,-3.67149515,2.453136920928955,0.0003,58691,-1.7021515369415283,58590,2
24582,0.0032868317794054747,42.79,0.04475511983036995,1032,-3.58556202,2.49916934967041,0.0003,58862,0.8247730731964111,58761,2
24609,0.0033337478525936604,42.72,0.04782966896891594,1036,-3.5921398499999997,2.5349502563476562,0.0003,59021,0.2893780469894409,58920,2
24648,0.0033292602747678757,43.6,0.03197315335273743,1040,-3.7503846499999995,2.561985731124878,0.0003,59256,-0.5900232791900635,59155,2
24676,0.0033288695849478245,43.56,0.051714636385440826,1044,-3.7578155499999997,2.5415897369384766,0.0003,59408,-0.028715241700410843,59307,2
24716,0.003318028524518013,44.12,0.024922799319028854,1048,-3.79211649,2.539067029953003,0.0003,59643,-0.0183723121881485,59542,2
24743,0.00331726111471653,44.07,0.04759690538048744,1052,-3.7802685099999995,2.5304982662200928,0.0003,59797,-1.1896357536315918,59696,2
24772,0.0033051855862140656,44.33,0.030287453904747963,1056,-3.85268754,2.6126976013183594,0.0003,59969,0.6395691633224487,59868,2
24808,0.0033099818974733353,44.19,0.08237670361995697,1060,-3.79930702,2.4637398719787598,0.0003,60179,-0.054784148931503296,60078,2
24838,0.0032686018384993076,44.27,0.026921406388282776,1064,-3.823539629999999,2.5112359523773193,0.0003,60339,0.7864618897438049,60238,2
24875,0.0032919044606387615,44.8,0.028283923864364624,1068,-3.8896509799999994,2.393085479736328,0.0003,60548,0.5266878604888916,60447,2
24903,0.003283957252278924,44.1,0.061874136328697205,1072,-3.7948586400000006,2.435159683227539,0.0003,60694,-0.6976033449172974,60593,2
24932,0.003287974512204528,43.65,0.027170419692993164,1076,-3.75272554,2.330613613128662,0.0003,60856,-0.5730736255645752,60755,2
24968,0.0034059497993439436,44.01,0.09694834053516388,1080,-3.8414947900000005,2.4626684188842773,0.0003,61063,-0.5024508237838745,60962,2
24998,0.0033709355629980564,44.23,0.05788716673851013,1084,-3.8920162799999996,2.6312789916992188,0.0003,61236,-0.5022472739219666,61135,2
25026,0.003341326490044594,43.79,0.04750954359769821,1088,-3.8189093,2.410026788711548,0.0003,61399,-0.855269193649292,61298,2
25054,0.0033477679826319218,43.84,0.06968788802623749,1092,-3.8551989100000004,2.5355958938598633,0.0003,61560,0.47997286915779114,61459,2
25095,0.003360708709806204,44.65,0.016230208799242973,1096,-3.9968662200000007,2.4597291946411133,0.0003,61791,1.136389970779419,61690,2
25121,0.0033392684999853373,44.48,0.024153850972652435,1100,-3.9639271000000003,2.354186534881592,0.0003,61938,-0.41774046421051025,61837,2
25151,0.0033212751150131226,44.47,0.028227362781763077,1104,-3.9498956300000003,2.523421287536621,0.0003,62106,-0.22708147764205933,62005,2
25181,0.0033107774797827005,44.55,0.05333329737186432,1108,-3.9830476700000004,2.4597928524017334,0.0003,62259,1.9532082080841064,62158,2
25218,0.0033166506327688694,44.71,0.0634116679430008,1112,-4.055897849999999,2.4925131797790527,0.0003,62473,-0.029775269329547882,62372,2
25253,0.0032545439898967743,45.15,0.04797878861427307,1116,-4.08673065,2.4982495307922363,0.0003,62680,-0.4368007779121399,62579,2
25285,0.0032923801336437464,45.16,0.04538044333457947,1120,-4.13785621,2.5351226329803467,0.0003,62863,0.9714870452880859,62762,2
25311,0.0032977440860122442,44.7,0.053660158067941666,1124,-4.09925324,2.5165860652923584,0.0003,63010,0.7337803840637207,62909,2
25346,0.0032753825653344393,45.27,0.03954434394836426,1128,-4.194235030000001,2.6236307621002197,0.0003,63218,-0.019519437104463577,63117,2
25373,0.0032949100714176893,45.1,0.03223179653286934,1132,-4.15674054,2.446012496948242,0.0003,63372,0.7852617502212524,63271,2
25400,0.00329777249135077,45.14,0.03794369846582413,1136,-4.15833546,2.516831636428833,0.0003,63535,0.4568992853164673,63434,2
25429,0.003289856482297182,44.4,0.03076854534447193,1140,-4.039269969999999,2.350813388824463,0.0003,63696,-0.5418174862861633,63595,2
25456,0.0032939771190285683,44.47,0.031680334359407425,1144,-4.067328720000001,2.3543777465820312,0.0003,63855,-1.5748343467712402,63754,2
25483,0.003284420818090439,43.63,0.09167702496051788,1148,-3.9554865399999994,2.4560115337371826,0.0003,64006,0.3096802532672882,63905,2
25534,0.003290164051577449,44.21,0.031927261501550674,1152,-4.0176818999999995,2.4081456661224365,0.0003,64218,0.8173873424530029,64117,2
25577,0.0033149730879813433,44.04,0.02156190387904644,1156,-3.94089538,2.4287109375,0.0003,64373,-0.30038386583328247,64272,2
25698,0.0033194939605891705,43.42,0.05458344891667366,1160,-3.8765522500000005,2.5194787979125977,0.0003,64521,-1.709214210510254,64420,2
25905,0.0033312609884887934,43.84,0.052497319877147675,1164,-3.9148884600000007,2.507117748260498,0.0003,64723,-0.45990341901779175,64622,2
26053,0.0032902925740927458,43.24,0.10235969722270966,1168,-3.8344083999999996,2.4975039958953857,0.0003,64872,1.024685025215149,64771,2
26082,0.0033082240261137486,43.29,0.0452621728181839,1172,-3.8515664,2.4345033168792725,0.0003,65023,-0.2752123177051544,64922,2
26111,0.003301003947854042,43.32,0.06228989362716675,1176,-3.8678298499999992,2.5656070709228516,0.0003,65188,0.6490035653114319,65087,2
26146,0.003307017497718334,42.89,0.05725187063217163,1180,-3.7871590999999993,2.434234380722046,0.0003,65352,0.12885722517967224,65251,2
26180,0.003297535004094243,42.84,0.049769651144742966,1184,-3.7668238,2.4031805992126465,0.0003,65520,-0.5786244869232178,65419,2
26207,0.0032800587359815836,42.71,0.018416820093989372,1188,-3.7510077499999994,2.5158870220184326,0.0003,65670,-0.4397907853126526,65569,2
26235,0.0033155486453324556,42.69,0.05590230971574783,1192,-3.73159676,2.3668782711029053,0.0003,65829,-1.1126761436462402,65728,2
26261,0.0033412755001336336,41.86,0.03465225547552109,1196,-3.6058401999999994,2.677339553833008,0.0003,65977,0.008525848388671875,65876,2
26288,0.0032756400760263205,41.94,0.02873643860220909,1200,-3.6360611800000004,2.4741172790527344,0.0003,66132,0.5779503583908081,66031,2
26319,0.0032385708764195442,42.06,0.054106421768665314,1204,-3.6249046899999997,2.3030781745910645,0.0003,66312,-0.9442458748817444,66211,2
26351,0.0032452119048684835,42.17,0.02189594693481922,1208,-3.6237026099999996,2.432284116744995,0.0003,66476,1.3152751922607422,66375,2
26381,0.0032451252918690443,41.65,0.04144423454999924,1212,-3.48801895,2.404564380645752,0.0003,66638,-1.2372517585754395,66537,2
26408,0.003268846543505788,41.11,0.03531583026051521,1216,-3.40679297,2.5198793411254883,0.0003,66791,-0.2356867492198944,66690,2
26446,0.003277490148320794,41.47,0.052334483712911606,1220,-3.4350631899999997,2.361599922180176,0.0003,67010,-1.422630786895752,66909,2
26474,0.0032699424773454666,41.65,0.03930514678359032,1224,-3.44267996,2.467832565307617,0.0003,67175,-1.0230246782302856,67074,2
26507,0.003241186495870352,41.43,0.022951245307922363,1228,-3.4198539399999994,2.4219534397125244,0.0003,67361,-0.7540407776832581,67260,2
26540,0.003242921084165573,41.53,0.041153691709041595,1232,-3.4488383199999997,2.263185501098633,0.0003,67525,-0.8634772896766663,67424,2
26572,0.0032670607324689627,41.49,0.042752135545015335,1236,-3.4372310100000005,2.3725802898406982,0.0003,67684,-0.3614412546157837,67583,2
26609,0.003305023303255439,41.88,0.033859968185424805,1240,-3.4965946000000003,2.519935369491577,0.0003,67884,-0.29641759395599365,67783,2
26637,0.003344280179589987,41.84,0.08459281921386719,1244,-3.4882737600000002,2.4305872917175293,0.0003,68039,0.2732408046722412,67938,2
26674,0.0033435162622481585,42.51,0.023585109040141106,1248,-3.62519405,2.3917648792266846,0.0003,68257,0.7431035041809082,68156,2
26706,0.0032958732917904854,42.2,0.023683704435825348,1252,-3.6070495800000004,2.4826712608337402,0.0003,68438,1.0543019771575928,68337,2
26745,0.003228316316381097,43.0,0.04250847548246384,1256,-3.7717134700000003,2.5328915119171143,0.0003,68673,2.155790328979492,68572,2
26773,0.003235831158235669,43.05,0.023996036499738693,1260,-3.7943801800000005,2.283961296081543,0.0003,68826,-0.27141425013542175,68725,2
26799,0.0032484973780810833,42.56,0.04959136247634888,1264,-3.73812817,2.469172954559326,0.0003,68979,-0.4866783618927002,68878,2
26828,0.0031761524733155966,42.73,0.048692330718040466,1268,-3.78939646,2.4620401859283447,0.0003,69145,1.745898723602295,69044,2
26857,0.0032138891983777285,42.86,0.09514454007148743,1272,-3.8185273,2.293592929840088,0.0003,69309,0.22628214955329895,69208,2
26885,0.0032139320392161608,42.88,0.03576362133026123,1276,-3.81478321,2.4624738693237305,0.0003,69476,1.0312317609786987,69375,2
26960,0.0032345012295991182,43.45,0.024730002507567406,1280,-3.9053019000000004,2.4603238105773926,0.0003,69697,-1.0653204917907715,69596,2
27157,0.0032250252552330494,43.7,0.04962392896413803,1284,-3.92487819,2.462373733520508,0.0003,69890,0.26950085163116455,69789,2
27374,0.0032253542449325323,44.32,0.033634308725595474,1288,-4.046343070000001,2.3493049144744873,0.0003,70102,-1.844181776046753,70001,2
27520,0.0032115315552800894,44.16,0.0432606041431427,1292,-4.00935724,2.447291374206543,0.0003,70245,0.6711370944976807,70144,2
27796,0.003221921855583787,45.41,0.06521069258451462,1296,-4.16167798,2.498903512954712,0.0003,70518,-0.4665793180465698,70417,2
28082,0.003191628959029913,46.68,0.02588309720158577,1300,-4.415920960000001,2.489474296569824,0.0003,70800,-0.41558900475502014,70699,2
28234,0.0031930841505527496,46.36,0.035794395953416824,1304,-4.3661030400000005,2.551755666732788,0.0003,70948,-0.059424906969070435,70847,2
28399,0.0032147152815014124,46.32,0.03763723000884056,1308,-4.36798974,2.386402130126953,0.0003,71108,-1.0077415704727173,71007,2
28620,0.0032009610440582037,46.88,0.10532964766025543,1312,-4.422714710000001,2.66247820854187,0.0003,71326,0.0621928870677948,71225,2
28783,0.003204213920980692,46.93,0.04370450600981712,1316,-4.439094739999999,2.419041633605957,0.0003,71484,-0.5929023027420044,71383,2
28932,0.0032014555763453245,46.2,0.027754511684179306,1320,-4.322424729999999,2.3839504718780518,0.0003,71630,0.8410869240760803,71529,2
29091,0.0032390851993113756,46.09,0.03746941685676575,1324,-4.30267441,2.3487308025360107,0.0003,71784,-0.00767989456653595,71683,2
29267,0.003235847922042012,45.96,0.05498970299959183,1328,-4.24461953,2.3139824867248535,0.0003,71957,-1.3558542728424072,71856,2
29433,0.003190548624843359,45.93,0.03512582927942276,1332,-4.22463443,2.4419846534729004,0.0003,72118,0.22372229397296906,72017,2
29652,0.003197822952643037,46.5,0.03472430258989334,1336,-4.287030919999999,2.4493656158447266,0.0003,72334,-0.2003534883260727,72233,2
29816,0.003189955372363329,46.1,0.11138209700584412,1340,-4.216085950000001,2.3325748443603516,0.0003,72494,-1.1171809434890747,72393,2
29971,0.0032083969563245773,46.05,0.029367338865995407,1344,-4.204512660000001,2.425295114517212,0.0003,72644,-0.37685859203338623,72543,2
30176,0.003204652341082692,45.88,0.0287482813000679,1348,-4.130154180000001,2.216027021408081,0.0003,72845,-1.7171261310577393,72744,2
30318,0.0031689757015556097,45.45,0.04121055081486702,1352,-4.057372470000001,2.6172192096710205,0.0003,72983,-0.7010999321937561,72882,2
30468,0.0031609816942363977,44.56,0.13985595107078552,1356,-3.8906708000000005,2.4519736766815186,0.0003,73129,-0.6774024963378906,73028,2
30689,0.0031814363319426775,45.2,0.018894843757152557,1360,-3.96842884,2.44688081741333,0.0003,73346,-0.03376927226781845,73245,2
30848,0.003172253491356969,45.22,0.03201064467430115,1364,-3.9639960100000007,2.479144811630249,0.0003,73501,0.709909975528717,73400,2
31019,0.0031475143041461706,45.24,0.08521443605422974,1368,-3.967302909999999,2.2301058769226074,0.0003,73669,0.43584901094436646,73568,2
31234,0.0031581928487867117,45.71,0.06173780933022499,1372,-4.007092599999999,2.2555618286132812,0.0003,73880,0.5977398753166199,73779,2
31384,0.003168230876326561,45.5,0.03456127643585205,1376,-3.9651114999999995,2.412869691848755,0.0003,74026,-0.7271908521652222,73925,2
31534,0.003193111624568701,44.74,0.0605480894446373,1380,-3.8256291799999995,2.5472376346588135,0.0003,74171,0.41506871581077576,74070,2
31744,0.0031918175518512726,44.87,0.032006654888391495,1384,-3.82694307,2.341195821762085,0.0003,74377,0.7973595261573792,74276,2
31950,0.0031965437810868025,44.77,0.0860258936882019,1388,-3.7570182299999995,2.6210415363311768,0.0003,74579,-0.5566266179084778,74478,2
32104,0.003173061413690448,44.85,0.05443090572953224,1392,-3.76431856,2.454009771347046,0.0003,74730,0.4117462933063507,74629,2
32322,0.0031696693040430546,44.26,0.06261098384857178,1396,-3.7546038999999998,2.4650754928588867,0.0003,74944,1.0095434188842773,74843,2
32472,0.0031482588965445757,42.89,0.03629525750875473,1400,-3.47861784,2.475001096725464,0.0003,75089,-0.021317124366760254,74988,2
32692,0.003159090643748641,43.57,0.05160263553261757,1404,-3.5755900799999996,2.469507932662964,0.0003,75305,0.5359242558479309,75204,2
32831,0.00318940170109272,43.32,0.0325278639793396,1408,-3.5137106700000005,2.410742998123169,0.0003,75440,0.47974643111228943,75339,2
33053,0.003161700675264001,43.33,0.20136749744415283,1412,-3.52912871,2.473080635070801,0.0003,75659,0.2804632782936096,75558,2
33269,0.0031165473628789186,43.87,0.05038236454129219,1416,-3.5712673099999996,2.5069005489349365,0.0003,75871,0.4585155248641968,75770,2
33414,0.0031454903073608875,43.81,0.05356411263346672,1420,-3.57098666,2.457319498062134,0.0003,76011,0.7081121802330017,75910,2
33593,0.003148309886455536,44.03,0.07130350172519684,1424,-3.6360029700000007,2.3236985206604004,0.0003,76187,0.7136145234107971,76086,2
33810,0.003147524781525135,44.42,0.04806560277938843,1428,-3.7031189700000002,2.7053778171539307,0.0003,76399,0.3643624484539032,76298,2
33974,0.0031715985387563705,44.42,0.13662022352218628,1432,-3.7124669200000007,2.3331143856048584,0.0003,76560,-0.6896446943283081,76459,2
34121,0.0031597549095749855,43.68,0.05969260632991791,1436,-3.6110437800000006,2.7189619541168213,0.0003,76702,0.06817150115966797,76601,2
34270,0.0031629763543605804,43.54,0.02005435898900032,1440,-3.57110374,2.5961966514587402,0.0003,76848,1.9362123012542725,76747,2
34484,0.0031563532538712025,44.13,0.11481818556785583,1444,-3.65957381,2.586171865463257,0.0003,77057,0.4179261326789856,76956,2
34634,0.003180374624207616,43.58,0.04519030079245567,1448,-3.6097344600000008,2.4559450149536133,0.0003,77203,1.3836404085159302,77102,2
34788,0.0031899812165647745,43.71,0.03803065046668053,1452,-3.6320518699999997,2.4738821983337402,0.0003,77354,0.4000703692436218,77253,2
34949,0.0031986464746296406,43.81,0.11057780683040619,1456,-3.65311414,2.51481294631958,0.0003,77510,0.3476259708404541,77409,2
35136,0.0032444538082927465,43.48,0.026536472141742706,1460,-3.639945430000001,2.3961920738220215,0.0003,77694,-0.3555544316768646,77593,2
35348,0.0031664124689996243,44.01,0.04800482839345932,1464,-3.7723033300000015,2.296372413635254,0.0003,77902,-1.5625234842300415,77801,2
35501,0.003137120045721531,43.82,0.05454260855913162,1468,-3.7172111000000005,2.538818359375,0.0003,78051,-0.045003972947597504,77950,2
35678,0.0031326506286859512,43.44,0.08836795389652252,1472,-3.6778321100000007,2.4217071533203125,0.0003,78224,-1.3021769523620605,78123,2
35824,0.0031271076295524836,43.4,0.025455813854932785,1476,-3.6673771800000003,2.651163101196289,0.0003,78366,0.7405839562416077,78265,2
35983,0.0031071442645043135,43.49,0.04606058448553085,1480,-3.70823023,2.7339818477630615,0.0003,78520,-0.343279629945755,78419,2
36210,0.0031099398620426655,43.67,0.056769922375679016,1484,-3.7601281799999997,2.5045015811920166,0.0003,78744,-0.017631322145462036,78643,2
36371,0.0031503010541200638,43.21,0.04700946807861328,1488,-3.71789717,2.431473731994629,0.0003,78900,-1.0421711206436157,78799,2
36516,0.003163962857797742,43.11,0.027769841253757477,1492,-3.718310099999999,2.631556272506714,0.0003,79041,-0.37811169028282166,78940,2
36665,0.0031771687790751457,42.86,0.053650468587875366,1496,-3.6187135599999998,2.5211563110351562,0.0003,79230,1.2393399477005005,79129,2
36692,0.0031764842569828033,42.95,0.08633536100387573,1500,-3.6245503199999995,2.5033600330352783,0.0003,79384,0.03665183484554291,79283,2
36721,0.003171296091750264,42.5,0.06817459315061569,1504,-3.5968601899999997,2.5848920345306396,0.0003,79555,-0.19929823279380798,79454,2
36747,0.0031610403675585985,42.6,0.03418350964784622,1508,-3.63732833,2.6225314140319824,0.0003,79700,1.9048316478729248,79599,2
36773,0.0031805234029889107,41.92,0.017281481996178627,1512,-3.5251668100000004,2.5263378620147705,0.0003,79851,-0.5334498286247253,79750,2
36801,0.003221651539206505,41.4,0.023832207545638084,1516,-3.4812598399999994,2.565365791320801,0.0003,80011,-0.6199662685394287,79910,2
36827,0.0032316199503839016,41.52,0.028150705620646477,1520,-3.48864291,2.415562391281128,0.0003,80163,-1.166670322418213,80062,2
